EstadoCivil;Sexo;Estrato;TipoVivienda;LugarNacimiento; FechaNacimiento ;Edad;Nacionalidad; Ingresos ;OtrosIngresos; Gastos ;Activos;OtrosPasivos;FechaSolicitud; CapitalSolicitado ;Plazo;Score;Aprobado
5;1;1;1;41001;13/01/63;59;Colombiano;6360740;0;5589000;990000000;0;6/03/17;48242963;60;;1
2;1;2;1;41001;4/06/63;59;COLOMBIANO;4573000;0;3049000;320000000;0;8/03/16;39000000;48;920;1
2;1;2;1;41001;4/06/63;59;COLOMBIANO;4573000;0;3049000;320000000;0;13/03/16;45037695;48;920;1
4;1;2;3;50001;20/08/66;56;COLOMBIANO;3032800;0;1900500;0;0;13/05/16;35000000;60;;1
4;1;2;1;15469;23/08/66;56;COLOMBIANO;2400000;0;1589000;0;0;4/01/16;16000000;36;;1
4;1;3;3;41676;5/08/68;54;COLOMBIANO;10319104;0;7584394;350000000;0;3/10/14;90000000;60;;1
4;1;3;3;41676;5/08/68;54;COLOMBIANO;10319104;0;7584394;350000000;0;10/10/14;107007892;60;;1
1;1;3;3;5001;14/02/95;27;COLOMBIANA;4860000;0;1900000;0;0;27/03/15;84000000;48;770;1
5;1;2;3;41298;7/08/75;47;Colombiano;3089509;0;1850000;0;0;17/08/16;30000000;48;763;1
5;1;2;3;41298;7/08/75;47;Colombiano;3089509;0;1850000;0;0;23/08/16;36507387;48;763;1
5;1;1;1;41020;26/09/83;39;COLOMBIANO;3210000;0;1867000;0;0;23/09/15;43000000;60;745;1
1;1;2;3;41298;14/03/84;38;Colombiano;3360000;0;2254000;200000000;0;30/08/17;41283208;57;861;1
1;1;2;3;41298;14/03/84;38;Colombiano;3360000;0;2254000;200000000;0;25/05/17;32000000;60;861;1
1;1;2;3;41298;14/03/84;38;Colombiano;3360000;0;2254000;200000000;0;30/08/20;16198992;21;861;1
2;1;1;2;25513;6/12/65;56;COLOMBIANO;2100000;0;1350000;0;0;9/09/16;43000000;60;893;1
2;1;1;2;25513;6/12/65;56;COLOMBIANO;2100000;0;1350000;0;0;28/08/18;34809611;34;893;1
2;1;1;2;25513;6/12/65;56;COLOMBIANO;2100000;0;1350000;0;0;26/05/20;1733486;4;893;1
5;1;2;1;41298;8/03/81;41;COLOMBIANO;4200000;NULL;1650000;260000000;NULL;19/08/13;35000000;24;969;1
5;1;2;1;15723;19/04/67;55;Colombiano;3050000;0;1818000;60000000;0;17/04/18;35000000;60;;1
5;1;2;1;15723;19/04/67;55;Colombiano;3050000;0;1818000;60000000;0;21/04/18;42797311;60;;1
5;1;3;1;54720;1/09/71;51;COLOMBIANO;8250000;0;2450000;1800000000;0;7/09/15;75000000;36;921;1
5;1;2;2;68397;27/12/70;51;COLOMBIANO;7800000;0;4859165;288000000;0;21/04/16;73000000;48;;1
5;1;2;2;68397;27/12/70;51;COLOMBIANO;7800000;0;4859165;288000000;0;26/04/16;84301330;48;;1
5;1;2;2;68397;27/12/70;51;COLOMBIANO;7800000;0;4859165;288000000;0;7/12/15;79000000;60;;1
5;1;2;2;68397;27/12/70;51;COLOMBIANO;7800000;0;4859165;288000000;0;8/12/15;95241797;60;;1
5;1;2;1;68572;12/02/70;52;Colombiano;10500000;0;8033000;0;0;14/10/16;65000000;48;;1
3;1;4;3;5001;26/05/53;69;Colombiano;5721833;0;3936449;0;0;4/08/15;53000000;60;934;1
3;1;4;3;5001;26/05/53;69;Colombiano;5721833;0;3936449;0;0;21/11/16;1594490;6;934;1
1;1;2;2;73124;4/02/82;40;Colombiano;5500000;0;3005000;70000000;0;23/09/16;50000000;48;895;1
1;1;2;2;73124;4/02/82;40;Colombiano;5500000;0;3005000;70000000;0;7/02/18;68000000;60;895;1
5;1;2;1;15172;23/05/77;45;Colombiano;12125000;0;9088000;160000000;0;15/12/18;83991751;47;;1
5;1;2;1;15172;23/05/77;45;Colombiano;12125000;0;9088000;160000000;0;10/11/17;85000000;60;;1
5;1;3;3;73270;15/12/63;58;COLOMBIANO;5291520;0;2452000;240000000;0;1/12/15;40000000;36;870;1
2;1;3;1;73001;13/05/83;39;COLOMBIANO;7279198;0;3500108;296000000;0;30/11/15;38000000;18;959;1
2;1;2;1;5887;10/12/54;67;COLOMBIANO;5175000;0;3200000;70000000;0;22/08/16;51000000;48;;1
4;1;3;3;5847;26/03/79;43;COLOMBIANO;3500000;0;1650000;0;0;30/10/15;48000000;60;898;1
5;1;3;2;17433;11/05/71;51;Colombiano;6625000;0;3775000;190000000;0;24/01/18;65000000;48;953;1
5;1;3;2;17433;11/05/71;51;Colombiano;6625000;0;3775000;190000000;0;28/01/18;78170223;48;953;1
5;1;2;1;66682;21/11/78;43;Colombiano;7791753;0;4775735;0;0;11/02/16;81300000;60;958;1
5;1;2;1;66682;21/11/78;43;Colombiano;7791753;0;4775735;0;0;7/11/18;55661052;27;958;1
5;1;2;1;66682;21/11/78;43;Colombiano;7791753;0;4775735;0;0;20/08/20;18594103;20;958;1
5;1;2;1;66682;21/11/78;43;Colombiano;7791753;0;4775735;0;0;7/06/20;17908910;8;958;1
5;1;2;1;66682;21/11/78;43;Colombiano;7791753;0;4775735;0;0;20/07/20;26442337;36;958;1
5;1;2;2;17513;11/03/64;58;COLOMBIANO;8000000;0;2300000;900000000;0;4/11/14;124000000;48;940;1
5;1;3;1;19075;1/02/51;71;COLOMBIANO;7500000;NULL;6099000;50000000;NULL;3/04/14;37000000;48;970;1
2;1;2;1;73483;9/03/50;72;COLOMBIANO;5240000;0;4090000;16000000;0;15/02/16;20000000;36;928;1
5;1;2;3;11001;21/12/80;41;COLOMBIANO;7700000;0;4350000;160000000;0;31/08/16;78000000;36;;1
5;1;2;3;11001;21/12/80;41;COLOMBIANO;7700000;0;4350000;160000000;0;4/09/16;90126000;36;;1
4;2;4;3;11001;13/05/43;79;COLOMBIANO;4358000;0;1650000;0;0;22/10/14;50000000;36;790;1
4;2;4;3;11001;13/05/43;79;COLOMBIANO;4358000;0;1650000;0;0;3/05/16;29662728;18;790;1
5;1;2;2;68324;19/02/48;74;Colombiano;3000000;0;1600000;0;0;3/10/17;27724585;30;;1
5;1;2;2;68324;19/02/48;74;Colombiano;3000000;0;1600000;0;0;28/09/17;25000000;30;;1
5;1;1;1;50711;8/03/81;41;COLOMBIANO;5350000;NULL;2100000;160000000;NULL;30/07/13;45700000;48;927;1
2;1;3;1;50606;22/06/50;72;COLOMBIANA;2700000;0;1450000;696000000;0;20/02/15;30000000;48;882;1
1;1;3;1;73616;28/02/60;62;COLOMBIANO;9900000;0;2200000;360000000;0;17/10/14;105000000;48;;1
2;1;1;1;25878;25/03/63;59;COLOMBIANA;6210000;0;2876000;140000000;0;11/11/15;102000000;60;960;1
2;1;1;1;25878;25/03/63;59;COLOMBIANA;6210000;0;2876000;140000000;0;16/11/15;121108865;60;960;1
2;1;1;1;25878;25/03/63;59;COLOMBIANA;6210000;0;2876000;140000000;0;16/12/20;3353154;2;960;1
2;1;1;1;25878;25/03/63;59;COLOMBIANA;6210000;0;2876000;140000000;0;24/04/20;3376291;2;960;1
2;1;3;1;50001;12/01/64;58;COLOMBIANO;4211939;0;3721799;0;0;4/05/15;10000000;36;928;1
2;1;2;1;50001;22/06/64;58;Colombiano;2840000;0;0;170000000;0;2/10/19;33583217;46;882;1
2;1;2;1;50001;22/06/64;58;Colombiano;2840000;0;0;170000000;0;31/07/19;30000000;48;882;1
2;1;2;1;50001;22/06/64;58;Colombiano;2840000;0;0;170000000;0;2/08/19;30000071;48;882;1
2;1;1;1;50001;2/05/65;57;COLOMBIANO;4735000;0;1620000;680000000;0;3/02/16;100000000;60;926;1
5;1;3;1;50001;13/01/66;56;COLOMBIANO;3700000;NULL;1650000;50000000;NULL;18/06/14;20000000;36;929;1
5;1;3;1;50001;13/01/66;56;COLOMBIANO;3700000;NULL;1650000;50000000;NULL;20/02/17;3681635;6;929;1
5;1;2;1;50124;30/11/67;54;COLOMBIANO;5500000;0;4000000;420000000;0;14/08/15;15000000;48;969;1
5;1;2;1;50124;30/11/67;54;COLOMBIANO;5500000;0;4000000;420000000;0;16/08/15;18548535;48;969;1
5;1;3;1;85250;22/02/70;52;COLOMBIANO;7400000;0;4050000;260000000;0;22/05/15;58500000;48;962;1
4;1;3;1;50006;12/06/70;52;COLOMBIANO;7772000;0;1950000;610000000;0;25/08/15;111000000;60;902;1
4;1;3;1;50006;12/06/70;52;COLOMBIANO;7772000;0;1950000;610000000;0;24/08/15;137082174;60;902;1
4;1;3;1;50006;12/06/70;52;COLOMBIANO;7772000;0;1950000;610000000;0;24/05/19;44719627;15;902;1
5;1;2;1;25151;15/04/71;51;COLOMBIANO;9050000;NULL;5116000;318000000;NULL;4/06/13;107000000;48;963;1
2;1;2;1;15755;22/01/62;60;COLOMBIANO;6874000;0;4760000;440000000;0;11/12/15;50000000;48;902;1
5;1;3;3;85139;18/11/82;40;Colombiano;4692202;0;2197000;80000000;0;22/10/16;97793050;50;934;1
5;1;3;3;85139;18/11/82;40;Colombiano;4692202;0;2197000;80000000;0;16/12/15;67000000;60;934;1
5;1;3;3;85139;18/11/82;40;Colombiano;4692202;0;2197000;80000000;0;22/04/19;33940403;20;934;1
5;1;3;3;85139;18/11/82;40;Colombiano;4692202;0;2197000;80000000;0;22/04/20;27546915;24;934;1
5;1;3;3;85139;18/11/82;40;Colombiano;4692202;0;2197000;80000000;0;10/06/20;28178695;22;934;1
5;1;2;1;50006;26/01/69;53;COLOMBIANO;4800000;NULL;2225000;165000000;NULL;20/12/13;55000000;36;972;1
2;1;2;3;66045;7/10/62;60;COLOMBIANO;3411675;0;2011000;0;0;28/12/16;43000000;60;;1
2;1;2;3;66045;7/10/62;60;COLOMBIANO;3411675;0;2011000;0;0;2/12/16;52520613;59;;1
2;1;2;3;66045;7/10/62;60;COLOMBIANO;3411675;0;2011000;0;0;24/09/19;12626207;36;;1
5;1;2;3;99524;25/12/71;50;COLOMBIANO;7500000;NULL;3233000;98000000;NULL;6/09/13;72000000;48;953;1
5;1;2;1;15469;16/10/69;53;COLOMBIANO;6326389;0;2818144;0;0;3/03/16;74000000;48;;1
2;1;2;3;11001;4/12/76;45;COLOMBIANO;5630000;0;3922000;90000000;0;1/04/16;34000000;48;952;1
2;1;3;1;70110;13/12/64;57;COLOMBIA;4200000;NULL;1950000;300000000;NULL;21/07/14;50000000;48;925;1
4;1;2;1;11001;1/06/47;75;Colombiano;6100000;0;2361000;220000000;0;13/02/15;40000000;48;857;1
2;1;2;1;15001;10/09/49;73;Colombiano;7000000;0;2831000;150000000;0;31/12/18;130394584;46;;1
2;1;2;1;15001;10/09/49;73;Colombiano;7000000;0;2831000;150000000;0;25/07/21;60630753;58;;1
2;1;2;1;15001;10/09/49;73;Colombiano;7000000;0;2831000;150000000;0;26/10/17;134000000;60;;1
2;1;2;1;15001;10/09/49;73;Colombiano;7000000;0;2831000;150000000;0;10/09/19;101926233;60;;1
2;1;2;1;15001;10/09/49;73;Colombiano;7000000;0;2831000;150000000;0;10/10/19;123880587;59;;1
2;1;2;1;15001;10/09/49;73;Colombiano;7000000;0;2831000;150000000;0;25/05/21;50495793;60;;1
2;1;3;1;15861;16/01/50;72;Colombiano;6915865;0;1950000;230000000;0;22/11/17;56000000;24;;1
2;1;2;1;11001;29/10/49;73;COLOMBIANO;3790000;0;1450000;0;0;30/07/12;30000000;36;933;1
2;1;2;1;11001;29/10/49;73;COLOMBIANO;3790000;0;1450000;0;0;23/07/15;55000000;48;933;1
2;1;2;1;11001;29/10/49;73;COLOMBIANO;3790000;0;1450000;0;0;30/07/15;66417218;48;933;1
2;1;2;1;11001;18/11/50;72;COLOMBIANO;3339500;NULL;1698740;70000000;NULL;12/12/13;55000000;48;961;1
5;1;2;3;15189;20/03/51;71;Colombiano;3000000;0;1650000;0;0;28/03/18;35000000;48;946;1
5;1;2;3;15189;20/03/51;71;Colombiano;3000000;0;1650000;0;0;2/04/18;41378294;48;946;1
5;1;2;3;15189;20/03/51;71;Colombiano;3000000;0;1650000;0;0;5/08/20;21539439;48;946;1
5;1;2;3;15189;20/03/51;71;Colombiano;3000000;0;1650000;0;0;5/08/20;26237988;48;946;1
5;1;2;3;15189;20/03/51;71;Colombiano;3000000;0;1650000;0;0;5/12/21;16980490;32;946;1
4;1;3;1;68327;26/01/52;70;Colombiano;3225000;0;1199000;0;0;30/09/19;57900000;60;;1
4;1;3;1;68327;26/01/52;70;Colombiano;3225000;0;1199000;0;0;4/10/19;57900161;60;;1
4;1;3;1;68327;26/01/52;70;Colombiano;3225000;0;1199000;0;0;4/10/19;57900161;60;;1
5;1;3;1;25245;20/10/51;71;Colombiano;13310000;0;12171000;350000000;0;31/08/15;34000000;30;877;1
2;0;2;1;15317;23/04/52;70;Colombiano;4794842;0;1910856;320000000;0;14/08/18;76000000;60;;1
2;0;2;1;15317;23/04/52;70;Colombiano;4794842;0;1910856;320000000;0;19/08/18;92936581;60;;1
2;1;3;1;11001;29/05/51;71;COLOMBIANO;3780000;0;1350000;0;0;27/05/15;15000000;12;;1
2;1;2;3;11001;23/09/53;69;COLOMBIANO;6750000;0;3823044;380000000;0;21/01/13;56350000;36;892;1
2;1;2;3;11001;23/09/53;69;COLOMBIANO;6750000;0;3823044;380000000;0;17/07/15;75000000;60;892;1
2;1;2;3;11001;23/09/53;69;COLOMBIANO;6750000;0;3823044;380000000;0;4/08/15;56500000;60;892;1
4;1;3;2;73043;27/03/53;69;COLOMBIANO;3874045;0;1584900;85000000;0;16/01/15;16000000;18;947;1
1;1;2;2;11001;19/05/54;68;Colombiano;1500000;0;600000;1248000000;0;3/02/20;69632000;48;;1
1;1;2;2;11001;19/05/54;68;Colombiano;1500000;0;600000;1248000000;0;23/02/20;77870899;44;;1
2;2;3;1;15686;1/09/54;68;COLOMBIANO;6100000;0;1750000;2000000000;0;25/02/16;100000000;60;940;1
2;2;3;1;15686;1/09/54;68;COLOMBIANO;6100000;0;1750000;2000000000;0;28/02/16;118734139;60;940;1
5;1;3;3;25168;4/11/57;65;Colombiano;6750000;0;3875000;540000000;0;1/02/17;75000000;48;873;1
2;1;5;1;11001;9/02/57;65;COLOMBIANO;5350000;0;2901000;264000000;0;16/11/16;65000000;48;963;1
5;1;3;2;15759;9/06/55;67;COLOMBIANO;4070000;0;1750000;280000000;0;19/06/15;40000000;36;947;1
2;1;2;1;15740;18/05/54;68;Colombiano;6921324;0;3988139;541100000;0;7/05/18;67000000;60;936;1
5;1;2;1;25777;23/01/55;67;COLOMBINO;4700000;0;1950000;90000000;0;17/10/14;66000000;36;;1
1;1;3;1;25473;1/11/55;67;Colombiano;4950000;0;2020000;0;0;5/04/16;80000000;48;845;1
1;1;3;1;25473;1/11/55;67;Colombiano;4950000;0;2020000;0;0;9/11/16;88673916;41;845;1
1;1;3;1;25473;1/11/55;67;Colombiano;4950000;0;2020000;0;0;27/03/19;31695444;60;845;1
1;1;3;1;25473;1/11/55;67;Colombiano;4950000;0;2020000;0;0;20/05/20;21816369;60;845;1
3;1;3;2;11001;1/03/58;64;Colombiano;3285000;0;0;0;0;29/12/19;57000000;48;959;1
3;1;3;2;11001;1/03/58;64;Colombiano;3285000;0;0;0;0;30/12/19;61758736;44;959;1
2;1;3;1;11001;9/03/54;68;Colombiano;4576338;0;3530806;0;0;5/03/19;29289878;47;;1
2;1;3;1;11001;9/03/54;68;Colombiano;4576338;0;3530806;0;0;31/01/19;25000000;48;;1
2;1;3;1;11001;9/03/54;68;Colombiano;4576338;0;3530806;0;0;5/02/21;11018747;36;;1
2;1;3;1;11001;9/03/54;68;Colombiano;4576338;0;3530806;0;0;5/04/21;12856210;35;;1
5;1;3;3;11001;21/11/56;66;Colombiano;1500000;0;0;774000000;0;3/02/20;79310000;60;815;1
5;1;3;3;11001;21/11/56;66;Colombiano;1500000;0;0;774000000;0;1/02/20;96787350;59;815;1
2;1;3;1;15176;17/04/53;69;COLOMBIANO;5500000;0;2650000;160000000;0;23/10/14;40000000;48;969;1
2;1;2;1;25843;5/07/57;65;COLOMBIANO;3250000;0;1657000;180000000;0;24/02/16;52000000;60;;1
2;1;2;1;25843;5/07/57;65;COLOMBIANO;3250000;0;1657000;180000000;0;27/02/16;61741755;60;;1
4;1;3;3;11001;19/08/57;65;COLOMBIANO;10004566;0;3885000;80000000;0;10/10/14;62000000;48;961;1
4;1;3;3;11001;19/08/57;65;COLOMBIANO;10004566;0;3885000;80000000;0;28/04/16;1646733;6;961;1
2;1;2;3;68397;9/03/56;66;Colombiano;3500000;0;1450000;0;0;16/10/18;60000000;60;933;1
4;1;3;1;11001;28/05/59;63;Colombiano;4401503;0;2200093;0;0;1/11/13;58000000;36;941;1
4;1;3;1;11001;28/05/59;63;Colombiano;4401503;0;2200093;0;0;17/04/18;36000000;48;941;1
4;1;3;1;11001;28/05/59;63;Colombiano;4401503;0;2200093;0;0;21/04/18;41699112;48;941;1
2;1;2;1;11001;17/12/58;63;Colombiano;1600000;0;0;0;0;6/05/19;25000000;48;;1
2;1;2;1;11001;17/12/58;63;Colombiano;1600000;0;0;0;0;6/05/19;29738035;48;;1
4;1;3;1;11001;17/01/59;63;COLOMBIANO;5950000;0;3921000;500000000;0;11/11/14;55000000;48;959;1
2;1;2;1;11001;5/10/59;63;COLOMBIANO;6778701;0;3886090;520000000;0;20/09/16;87000000;60;;1
2;1;2;1;11001;5/10/59;63;COLOMBIANO;6778701;0;3886090;520000000;0;24/05/17;95485459;52;;1
2;1;4;1;11001;9/02/60;62;COLOMBIANO;6100000;0;2419000;0;0;10/12/14;97000000;48;949;1
5;1;3;3;15646;23/05/59;63;Colombiano;7000000;0;4750000;140000000;0;22/01/18;71945380;48;;1
5;1;3;3;15646;23/05/59;63;Colombiano;7000000;0;4750000;140000000;0;19/01/18;60000000;48;;1
5;1;3;3;15646;23/05/59;63;Colombiano;7000000;0;4750000;140000000;0;23/06/20;9229976;36;;1
2;1;2;1;15455;4/07/71;51;Colombiano;4950000;0;3223000;0;0;29/05/18;20000000;24;;1
2;1;2;1;15455;4/07/71;51;Colombiano;4950000;0;3223000;0;0;3/06/18;21916388;24;;1
5;1;2;1;11001;25/09/60;62;COLOMBIANO;4880000;0;4016000;150000000;0;6/08/15;25000000;48;966;1
2;1;4;2;11001;5/06/60;62;COLOMBIANO;3500000;NULL;1350000;0;NULL;1/04/14;84000000;48;;1
5;1;2;1;11001;17/07/61;61;Colombiano;6250000;0;5050000;40000000;0;8/10/17;38255921;60;901;1
5;1;2;1;11001;17/07/61;61;Colombiano;6250000;0;5050000;40000000;0;3/10/17;32000000;60;901;1
5;1;3;3;11001;3/09/59;63;Colombiano;4300000;0;2460000;360000000;0;30/08/19;73000000;60;;1
5;1;3;3;11001;3/09/59;63;Colombiano;4300000;0;2460000;360000000;0;11/08/19;90617543;59;;1
5;1;3;3;11001;3/09/59;63;Colombiano;4300000;0;2460000;360000000;0;23/02/21;4970292;4;;1
5;1;3;3;11001;3/09/59;63;Colombiano;4300000;0;2460000;360000000;0;5/02/21;74886751;72;;1
5;1;3;3;11001;3/09/59;63;Colombiano;4300000;0;2460000;360000000;0;5/06/21;90986454;64;;1
4;1;2;3;15822;4/04/54;68;Colombiano;4200000;0;1488000;50000000;0;5/09/17;70000000;60;;1
1;1;3;2;15001;24/10/61;61;COLOMBIANO;6917000;NULL;5260360;52000000;NULL;14/03/14;19000000;48;;1
2;1;2;2;25402;20/05/62;60;COLOMBIANO;3700000;0;1250000;0;0;12/05/15;72000000;48;;1
2;1;2;1;JUNIN (CUNDINAMARCA);9/08/61;61;COLOMBIANO;3400000;NULL;7326858;250000000;NULL;4/07/12;55000000;36;877;1
1;1;3;3;11001;5/03/61;61;COLOMBIANO;4428500;NULL;3110000;22000000;NULL;10/09/13;30000000;30;844;1
5;1;3;1;11001;5/09/62;60;Colombiano;7500000;0;3636000;140000000;0;27/02/18;68000000;60;;1
5;1;3;1;15442;6/08/62;60;COLOMBIANO;8250000;0;6134000;7080000000;0;2/01/17;46000000;48;967;1
5;1;2;1;25290;7/07/61;61;Colombiano;4390000;0;2742000;0;0;10/06/14;125000000;48;0;1
5;1;2;1;25290;7/07/61;61;Colombiano;4390000;0;2742000;0;0;28/03/18;49000000;60;0;1
5;1;2;1;25290;7/07/61;61;Colombiano;4390000;0;2742000;0;0;2/04/18;59916269;60;0;1
5;1;4;1;11001;24/08/62;60;COLOMBIANO;24930000;0;21458000;170000000;0;2/09/14;85000000;36;;1
2;1;3;1;11001;12/06/62;60;Colombiano;4750000;0;2000000;1200000000;0;25/12/18;79051054;47;;1
2;1;3;1;11001;12/06/62;60;Colombiano;4750000;0;2000000;1200000000;0;21/11/17;80000000;60;;1
4;2;0;1;25293;24/11/67;54;Colombiano;6140000;0;2721000;4200000000;0;25/09/18;80000000;60;;1
4;2;0;1;25293;24/11/67;54;Colombiano;6140000;0;2721000;4200000000;0;26/12/18;88044980;57;;1
5;1;3;1;25279;2/10/75;47;COLOMBIANA;3742000;0;1511600;0;0;28/01/15;65000000;48;804;1
5;2;2;1;25518;8/09/71;51;COLOMBIANO;3536500;0;1765468;0;0;9/09/16;55000000;60;;1
5;2;2;1;25518;8/09/71;51;COLOMBIANO;3536500;0;1765468;0;0;5/12/20;10983072;7;;1
5;2;2;1;25518;8/09/71;51;COLOMBIANO;3536500;0;1765468;0;0;5/07/16;62936869;53;;1
5;2;2;1;25518;8/09/71;51;COLOMBIANO;3536500;0;1765468;0;0;5/03/21;6397653;4;;1
5;2;2;1;25662;7/12/72;49;Colombiano;5564455;0;2887824;0;0;24/02/17;78000000;60;;1
5;2;2;1;25662;7/12/72;49;Colombiano;5564455;0;2887824;0;0;1/10/17;97960823;53;;1
5;2;2;1;25662;7/12/72;49;Colombiano;5564455;0;2887824;0;0;1/08/20;37010279;19;;1
5;2;2;1;25662;7/12/72;49;Colombiano;5564455;0;2887824;0;0;1/12/20;32566265;15;;1
2;2;3;1;;13/12/60;61;COLOMBIANO;2000000;0;1250000;540000000;0;23/02/16;11000000;48;;1
2;2;3;1;;13/12/60;61;COLOMBIANO;2000000;0;1250000;540000000;0;17/02/16;13386042;48;;1
4;2;2;1;25183;11/10/51;71;Colombiano;3920000;0;1742000;0;0;23/04/18;65000000;60;;1
4;2;2;1;25183;11/10/51;71;Colombiano;3920000;0;1742000;0;0;28/04/18;79480751;60;;1
5;2;2;1;50606;10/01/67;55;COLOMBIANO;2970000;0;1250000;0;0;5/12/14;14000000;24;911;1
5;2;3;1;50226;1/11/69;53;COLOMBIANA;5620000;0;3159000;0;0;16/12/14;57000000;48;;1
2;2;2;1;50689;30/09/66;56;COLOMBIANO;7200000;0;2100000;280000000;0;29/05/15;65000000;18;922;1
3;2;3;1;15537;22/04/44;78;;5694620;0;1280000;120000000;0;19/11/14;60000000;48;;1
1;2;2;3;50606;21/03/50;72;COLOMBIANA;3046000;0;1174920;0;0;6/11/14;49000000;48;747;1
5;1;2;1;50001;12/10/51;71;COLOMBIANO;3360000;0;2100000;450000000;0;15/12/16;26000000;36;;1
5;1;2;1;50001;12/10/51;71;COLOMBIANO;3360000;0;2100000;450000000;0;20/12/16;29555298;36;;1
2;2;3;1;11001;23/08/52;70;COLOMBIANA;3299000;0;1503666;0;0;7/01/15;13000000;24;822;1
2;2;4;3;50573;18/04/68;54;COLOMBIANA;3400000;NULL;1450000;47000000;NULL;2/06/14;19000000;48;865;1
2;2;2;1;5756;13/12/60;61;COLOMBIANO;3800000;0;1875000;300000000;0;26/02/16;52000000;60;785;1
2;2;2;1;5756;13/12/60;61;COLOMBIANO;3800000;0;1875000;300000000;0;19/01/19;11807020;48;785;1
2;2;2;1;5756;13/12/60;61;COLOMBIANO;3800000;0;1875000;300000000;0;1/12/18;9747487;48;785;1
